age,temp,race,capitalgain,capitalloss,hoursperweek,income,sex_1
18,300379,4,0,0,12,0,1
54,392502,4,0,0,40,1,1
61,73809,4,0,0,40,0,0
51,193720,4,0,0,45,1,1
43,316183,4,0,0,40,0,1
51,162944,4,0,0,40,0,1
50,186888,2,0,0,40,1,0
27,330132,4,0,0,25,0,0
24,192017,4,0,0,30,0,1
20,161978,4,0,0,20,0,1
52,202930,4,0,0,40,1,1
57,323309,4,0,0,40,0,1
49,197332,4,0,0,60,0,1
42,204033,4,0,0,35,0,0
22,271274,4,0,0,40,0,0
38,174242,4,0,0,40,1,1
21,209483,4,0,0,20,0,0
39,99146,4,0,1887,60,1,1
52,102346,4,0,0,35,0,0
25,181666,4,0,0,40,0,0
50,207367,4,0,0,40,0,0
35,82622,4,0,0,80,0,1
50,202296,4,0,0,40,0,0
58,142182,4,0,0,25,0,1
48,94342,4,0,0,45,0,1
30,41493,4,0,0,35,0,0
18,181712,4,0,0,12,0,1
29,164607,4,0,0,40,0,1
52,41496,4,0,0,45,0,1
63,143098,4,4064,0,40,0,1
36,196529,4,0,0,40,1,0
24,157332,4,0,0,42,0,0
30,154935,2,0,0,40,0,1
23,223231,3,0,0,40,0,1
35,253860,4,0,0,20,0,0
21,362589,4,0,0,20,0,0
28,94880,4,0,0,43,0,1
20,309580,4,0,0,40,0,1
18,130389,4,0,0,20,0,1
21,349365,4,0,0,15,0,0
27,376936,4,0,0,40,0,1
42,179557,4,0,0,40,0,0
21,105577,4,0,0,30,0,0
51,224207,4,0,0,40,1,1
27,47907,4,0,0,40,0,0
23,191283,4,0,0,40,0,1
57,20953,4,0,1902,40,1,1
22,186569,4,0,0,12,0,0
59,43221,4,0,0,60,1,1
38,161141,4,0,0,40,0,1
20,203003,4,0,0,40,0,1
90,141758,4,0,0,40,0,0
35,113322,4,0,0,40,0,1
50,343847,4,0,0,38,1,1
45,214068,4,0,0,50,1,1
44,116632,4,0,0,50,1,1
23,240160,4,0,0,40,0,1
34,516337,4,0,0,40,0,1
23,284651,4,0,0,43,0,0
39,141420,4,0,0,40,0,1
19,42750,4,0,0,55,0,1
54,165278,4,0,0,40,1,1
40,167265,4,0,0,43,0,1
44,139907,4,0,0,50,0,1
31,236415,4,0,0,20,1,0
25,312966,4,0,0,40,0,1
33,118941,4,0,0,32,1,0
32,198068,4,0,0,60,0,1
36,373952,4,0,0,40,0,1
47,236111,3,0,0,55,1,1
80,157778,4,0,0,10,0,0
21,143604,4,0,0,8,0,0
35,319831,4,0,0,60,0,1
77,132728,4,0,0,45,0,1
30,137606,4,5013,0,40,0,1
35,61343,4,0,0,40,0,1
49,268234,4,0,0,40,0,1
33,100135,4,0,1740,25,0,0
53,34973,4,0,0,45,0,1
41,323790,4,0,0,55,0,1
57,319733,4,0,0,40,1,1
21,180339,4,0,0,25,0,0
19,125591,4,0,0,40,0,0
28,60772,4,0,0,45,0,0
42,74680,4,0,2001,60,0,1
29,141185,4,0,0,55,0,1
38,204668,4,0,0,25,0,0
26,273792,4,0,0,20,0,1
41,70037,4,0,3004,60,1,1
40,343068,4,0,0,40,0,0
36,177907,4,0,0,40,1,1
28,144063,4,0,0,40,0,1
25,257574,2,0,0,20,0,0
42,67065,4,0,0,60,0,1
32,183356,4,0,0,40,0,1
32,152940,4,0,0,30,0,1
37,227128,4,0,0,40,0,1
39,45607,4,0,0,56,0,1
49,155489,4,0,0,40,0,1
28,230704,2,0,0,40,0,1
24,267955,4,0,0,20,0,0
19,165115,4,0,0,40,0,0
31,49923,4,0,0,40,0,1
40,272240,4,0,0,40,0,0
29,255476,4,0,0,30,0,1
59,194290,4,0,0,48,0,1
52,145548,4,0,0,40,1,1
27,175262,4,0,0,40,0,1
45,37306,4,0,0,45,1,1
58,137547,1,0,0,40,0,1
53,276515,4,0,0,40,0,1
23,174626,4,0,0,25,0,1
35,215310,4,0,0,40,0,1
49,332355,4,0,0,40,0,1
49,204057,4,0,0,40,0,0
25,391591,4,0,0,40,0,1
47,169092,4,0,0,50,1,0
28,230743,4,0,0,40,0,0
20,190963,4,0,0,30,0,0
74,204840,4,0,0,56,0,1
19,169853,4,0,0,24,0,1
28,212091,4,2580,0,40,0,1
31,202822,2,0,0,40,0,0
61,226989,4,0,0,40,0,1
30,140011,4,0,0,53,0,1
20,432376,4,0,0,40,0,1
35,90273,4,0,0,40,1,1
23,224424,4,0,0,40,0,1
25,168943,4,0,0,30,1,0
19,571853,4,0,0,30,0,1
30,156464,4,0,0,45,1,1
26,108542,4,0,0,35,0,1
34,194325,4,0,0,45,0,1
49,114797,2,0,0,40,0,0
35,40135,4,0,2042,40,0,1
38,204756,4,0,0,40,0,0
36,228190,2,0,0,20,0,1
33,163392,0,0,0,48,1,1
54,138845,4,0,0,40,0,0
19,169853,4,0,0,40,0,1
18,206359,4,0,0,40,0,1
60,224097,4,0,0,40,0,1
28,160786,4,0,0,40,0,1
43,190044,4,0,0,40,0,1
49,145290,4,0,0,40,0,1
25,120268,4,0,0,70,0,1
17,327434,4,0,0,20,0,1
41,218302,4,0,0,60,1,1
30,1184622,2,0,0,35,0,1
90,227796,4,20051,0,60,1,1
25,206343,4,0,0,40,0,1
27,36851,4,0,0,35,0,1
29,148550,4,0,0,40,0,1
55,157079,2,0,0,40,1,1
31,142470,2,0,0,40,0,0
43,86750,4,0,0,99,0,1
63,361631,4,0,0,40,1,0
46,163229,4,0,0,40,0,1
59,179594,4,0,0,40,0,1
42,254773,2,0,0,50,1,0
26,58065,4,0,0,20,0,0
26,205428,4,0,0,45,0,1
20,41183,4,0,0,30,0,0
19,308064,2,0,0,40,0,0
61,173924,4,0,0,40,1,1
23,142547,4,0,0,40,0,1
24,119704,4,0,0,40,0,0
35,275364,4,7430,0,40,1,1
42,207392,4,0,0,12,0,1
31,147215,4,0,0,21,0,0
31,101562,4,0,0,55,0,0
63,216413,4,0,0,25,0,0
29,188986,4,0,1590,64,0,0
43,52849,4,0,0,40,0,1
22,304710,1,0,0,10,0,0
17,265657,4,0,0,25,0,1
23,258298,4,0,2231,40,1,1
35,360814,4,0,0,45,0,1
32,53260,3,0,0,28,0,0
50,127315,4,15024,0,60,1,1
25,233777,4,0,0,40,0,1
26,197530,4,0,0,40,0,0
32,340940,4,0,0,40,0,1
29,88432,4,0,0,50,0,1
57,183810,4,0,0,40,1,1
90,51744,2,0,0,50,1,1
35,175614,4,0,0,40,1,0
31,235237,2,0,0,60,1,1
60,227266,4,0,0,33,0,0
21,146499,4,0,1579,40,0,0
71,337064,4,0,0,40,0,0
22,141003,4,0,0,30,0,1
50,117791,4,0,0,40,0,0
37,172846,4,0,0,45,1,1
23,73514,1,0,0,40,0,0
74,211075,4,0,0,30,0,1
67,197816,4,0,1844,70,0,1
59,43221,4,0,0,43,1,1
28,183780,4,0,1740,40,0,1
45,26781,0,0,0,40,0,1
63,271550,4,0,0,20,0,1
39,250157,4,0,0,63,0,0
33,913447,2,0,0,40,0,0
32,153078,1,0,0,40,0,1
34,181091,4,0,1977,45,1,1
39,231491,4,0,0,40,0,1
29,95423,4,0,0,36,0,1
22,234663,4,0,0,40,0,1
53,283602,4,13550,0,43,1,0
46,328669,4,0,0,42,0,1
51,143741,4,0,0,40,1,0
44,83508,4,2354,0,99,0,0
56,81954,4,0,0,40,0,0
27,261375,2,0,0,40,0,0
52,310045,1,0,0,30,0,0
39,316211,4,0,0,40,1,1
45,88564,4,7688,0,40,1,1
37,61299,4,0,0,45,0,1
33,113364,4,0,0,40,0,1
35,476573,4,0,0,4,0,0
46,267107,4,0,0,45,0,0
35,48123,4,0,0,50,0,0
33,214635,2,0,0,50,0,1
48,115585,4,0,0,40,0,1
32,194141,4,0,0,50,0,1
18,23233,4,0,0,40,0,1
20,89991,4,0,0,32,0,0
35,101709,1,0,0,60,0,1
19,237455,4,0,0,25,0,0
21,206492,4,0,0,40,0,0
56,28729,4,0,0,40,0,0
28,153475,4,0,0,16,0,0
45,275517,4,0,0,40,0,0
32,128002,4,0,0,45,0,0
44,175485,4,0,0,12,0,1
55,189664,4,0,0,40,1,1
34,209808,4,0,0,40,1,1
33,176992,4,0,0,40,1,1
36,154669,4,0,0,55,0,1
25,191271,4,0,0,40,0,0
28,375482,4,0,0,40,0,1
39,102953,4,7298,0,55,1,1
53,169182,4,0,0,40,0,0
47,184005,0,3325,0,45,0,0
49,30751,4,0,0,60,0,1
22,145477,0,0,0,40,0,1
31,91964,4,0,0,40,0,1
44,49249,4,0,0,80,0,1
19,218956,4,0,0,40,0,1
37,241306,4,0,0,40,0,1
60,251572,4,0,0,35,0,1
23,319842,4,0,0,25,0,1
44,332401,4,99999,0,65,1,1
54,182388,4,0,0,35,0,0
23,205939,4,0,0,38,0,1
21,203914,4,0,0,10,0,0
19,156294,4,0,0,25,0,1
51,254211,4,0,0,20,1,1
41,151504,4,7688,0,50,1,1
61,85548,4,15024,0,18,1,1
19,30800,0,0,0,40,0,0
22,131230,4,0,0,40,0,1
22,61850,4,0,0,40,0,0
49,227800,4,0,0,32,0,1
35,133454,4,0,0,50,0,1
38,104094,4,0,0,40,0,1
29,105422,4,0,0,40,1,1
56,142182,4,0,0,45,1,1
41,336643,4,0,0,80,0,0
62,200577,4,0,0,45,1,1
27,208703,4,0,0,40,0,1
55,193895,4,0,0,40,0,0
25,272428,4,4416,0,42,0,1
33,56701,4,15024,0,75,1,1
26,288592,4,0,0,40,0,0
43,266439,4,0,0,45,0,1
53,276868,4,0,0,40,1,1
43,131435,4,0,0,40,0,0
56,175127,4,0,0,35,0,1
25,277444,4,0,0,50,0,1
60,63296,2,0,0,40,0,1
28,96337,4,0,0,40,0,0
21,221955,4,0,0,40,0,1
40,197923,2,2977,0,40,0,0
29,632593,2,0,0,40,0,1
20,205970,4,0,0,25,0,0
25,139730,4,0,0,80,1,1
18,201901,4,0,0,10,0,0
32,230224,4,0,0,35,0,1
27,113464,3,0,0,35,0,1
48,94461,4,0,0,16,0,0
20,271379,4,0,0,25,0,0
55,231738,4,0,0,40,0,0
33,198183,4,0,0,50,1,0
21,140764,4,0,0,12,0,0
43,183479,4,0,0,30,0,1
35,165767,4,0,0,40,0,1
39,139364,4,0,0,35,1,1
19,227491,1,0,0,40,0,0
25,222254,2,0,0,40,0,0
44,193494,4,0,0,72,1,1
27,29261,4,0,0,40,0,1
39,174368,4,0,0,40,1,0
69,108196,4,0,0,40,0,1
34,110622,1,0,0,40,0,0
20,201680,4,0,0,35,0,1
37,130277,4,0,0,40,0,0
43,98130,4,0,0,39,0,0
62,235521,4,0,0,48,0,1
34,595000,2,0,0,40,1,0
31,349148,4,0,0,48,0,1
42,117583,4,8614,0,60,1,0
26,164583,4,0,0,30,0,0
39,340091,4,0,0,75,0,0
25,49092,4,0,0,40,0,1
54,186884,2,0,0,30,0,1
44,167265,4,0,0,60,1,1
34,34104,4,7688,0,38,1,1
21,265116,4,0,0,40,0,1
50,128378,4,0,0,55,0,1
33,158416,4,0,0,40,0,1
40,169878,4,0,0,40,1,0
44,296728,4,0,0,40,1,1
33,342458,4,0,0,56,0,1
21,38771,4,0,0,40,0,1
35,269300,2,0,0,60,0,0
43,111483,4,7298,0,40,1,1
57,199114,4,0,0,30,0,1
51,33863,4,0,0,45,0,1
29,132874,4,0,0,40,0,1
51,277024,2,0,0,40,0,1
35,112160,4,0,0,40,0,1
18,703067,4,0,0,20,0,1
58,127264,4,0,0,50,0,1
57,257200,4,0,0,40,1,1
19,57206,4,0,0,20,0,0
37,201319,4,0,0,40,0,0
38,114079,4,0,0,44,0,1
45,230979,4,0,0,40,0,0
27,292472,1,0,0,40,1,1
64,286732,4,0,0,40,0,0
38,134444,4,0,0,72,0,1
30,172403,4,0,0,30,0,1
46,191357,4,0,0,40,0,1
18,279288,4,0,0,30,0,0
60,389254,4,0,0,40,1,1
30,303867,4,0,0,44,0,1
47,164113,2,7688,0,40,1,1
39,111499,4,0,0,40,0,0
42,266084,4,7298,0,45,1,1
27,61580,4,0,0,40,0,0
44,231348,4,0,0,40,0,1
33,164748,4,0,0,40,0,1
54,205337,4,0,0,50,1,1
58,54566,4,0,0,35,0,1
45,34419,4,0,0,30,0,1
59,116442,4,0,0,50,0,1
29,290740,4,0,0,50,0,0
27,255582,4,0,0,40,0,0
44,112517,4,0,0,20,1,1
44,169397,4,0,0,40,1,1
33,172664,4,0,0,70,1,1
27,329005,4,0,0,40,0,1
33,123253,4,0,0,55,1,1
55,81865,2,0,0,40,0,0
32,173314,3,0,0,60,0,1
31,34572,4,0,0,45,0,1
57,159028,4,99999,0,60,1,1
30,149184,4,0,0,45,1,1
78,363134,4,0,0,1,0,0
28,308709,4,0,0,48,0,0
30,257295,1,0,2258,40,0,1
29,168479,4,0,0,40,1,1
66,142501,2,0,0,3,0,0
60,338345,4,0,0,45,1,1
31,177675,4,0,0,40,0,1
26,262617,4,2597,0,40,0,1
24,200997,4,0,0,45,0,1
29,176683,4,0,0,50,1,1
44,376072,4,0,0,45,1,1
34,177675,4,0,0,55,1,1
59,348430,4,0,1902,43,1,1
23,320451,1,0,0,24,0,1
23,38151,4,0,0,40,0,1
55,123382,2,0,0,35,0,0
39,151029,4,0,0,40,1,1
39,484475,2,0,0,40,0,1
57,329792,4,0,0,75,0,1
35,148903,4,0,0,40,0,0
39,301614,4,0,0,48,1,1
47,176319,4,0,0,38,1,0
53,53197,4,0,0,50,1,1
23,291407,2,0,0,25,0,1
35,204527,4,0,0,50,1,1
44,476391,4,0,0,40,0,0
28,224964,4,0,0,25,0,0
26,306225,1,0,0,40,0,0
23,292023,4,0,0,45,0,1
32,94041,4,0,0,25,0,1
49,187563,4,0,0,50,1,1
36,176101,4,2174,0,60,0,1
36,749105,4,0,0,36,0,0
41,230020,3,0,0,40,0,1
21,216070,0,0,0,46,1,0
54,105010,4,0,0,40,1,1
43,198203,2,0,0,40,0,0
35,215419,4,0,0,40,0,0
31,120460,4,0,0,50,1,1
46,199316,1,0,0,40,0,1
46,146919,4,0,0,40,0,0
56,174744,4,0,0,40,0,1
45,189564,4,0,0,1,0,0
21,249957,4,0,0,40,0,1
51,146574,4,0,0,50,1,1
47,156417,4,0,0,20,0,1
42,236110,4,0,0,40,0,1
19,63363,4,0,0,30,0,0
25,190107,4,0,0,40,0,1
37,126569,4,0,0,60,1,1
35,176756,2,0,0,40,0,1
40,115161,4,0,0,30,0,1
57,138892,4,0,0,15,0,1
38,256864,4,0,0,50,1,1
48,265083,4,0,0,38,0,0
34,249948,4,0,0,34,0,0
46,31141,4,0,0,40,0,1
30,164190,4,0,0,38,0,1
45,67544,4,0,0,50,0,1
32,174789,4,0,0,50,1,1
35,199753,4,0,0,48,0,1
62,122246,4,8614,0,39,1,0
56,188166,4,0,0,40,0,1
50,96586,4,0,0,40,0,1
25,189590,4,0,0,40,0,1
41,140590,2,0,0,33,0,1
35,255702,4,0,0,27,0,0
33,260782,4,0,0,41,1,1
38,169926,4,0,1902,40,1,0
37,151322,4,0,0,40,0,1
56,192869,4,0,0,40,1,1
19,93604,4,0,1602,32,0,1
31,86958,4,0,0,40,0,0
53,228723,3,0,0,40,1,1
33,192644,4,0,0,35,0,1
72,284080,2,0,0,40,0,1
54,43269,4,0,0,50,1,1
30,190040,4,0,0,40,0,0
51,306108,4,0,0,40,1,1
30,220148,4,0,1848,50,1,1
30,381645,4,0,0,50,0,1
32,216361,2,0,0,16,0,1
30,213722,4,0,0,50,1,1
35,112271,4,0,0,40,0,1
40,208277,4,0,0,44,1,0
38,352628,4,0,0,40,0,0
19,129620,4,0,0,30,0,0
32,249550,4,0,0,44,0,1
49,178749,4,0,0,40,0,0
76,173542,4,0,0,10,0,1
60,167670,4,0,0,35,0,1
60,81578,4,0,0,40,0,1
55,160662,4,0,0,80,1,1
41,163322,4,0,0,30,0,0
24,152189,4,0,0,40,0,1
53,106176,4,7298,0,60,1,1
69,159191,4,0,810,38,0,0
71,250263,4,3432,0,30,0,1
41,78410,4,0,0,40,1,0
32,131379,4,0,0,40,0,0
45,166929,4,0,0,40,0,1
59,380357,4,0,0,40,0,1
31,79190,4,0,0,35,0,0
40,342164,4,0,0,37,0,0
44,182616,4,0,0,40,1,1
63,339473,4,0,0,60,0,0
31,381153,4,15024,0,56,1,1
51,300816,4,0,0,20,0,1
51,240988,1,0,0,40,0,1
23,149224,4,0,0,40,0,1
49,168216,4,0,0,48,0,1
56,286487,4,2885,0,45,0,1
39,305597,4,0,0,40,1,1
39,109766,4,15024,0,50,1,1
30,188798,4,0,0,40,0,0
43,240170,4,0,0,50,0,1
31,459465,4,0,0,50,0,1
44,162506,4,0,0,35,0,1
43,145441,4,0,0,30,1,1
37,129573,4,0,0,72,1,1
41,27444,4,0,0,46,1,1
43,195258,4,0,0,40,1,1
47,55272,4,0,0,40,1,1
38,164526,4,0,2824,45,1,1
46,27802,4,0,0,40,0,1
19,165289,4,0,0,40,0,0
19,274657,4,0,0,50,0,1
24,317175,4,0,0,45,1,1
39,163237,4,0,0,65,0,1
37,170408,4,0,0,30,0,0
28,55950,2,0,0,40,0,0
40,76625,4,0,0,40,0,1
27,366066,4,0,0,40,0,0
22,349368,4,0,0,40,0,0
21,286824,4,0,0,12,0,1
32,373263,4,0,0,40,0,0
20,161978,4,0,0,40,0,1
45,543922,4,14344,0,48,1,1
46,109089,4,0,0,40,1,1
46,110151,4,0,0,45,0,0
26,34110,4,0,0,44,0,1
47,118506,4,0,0,60,0,1
22,117789,4,0,0,10,0,0
34,353881,4,0,0,60,0,1
49,200471,4,0,0,40,0,1
20,258517,4,0,0,25,0,1
28,190367,4,0,0,45,0,1
30,174704,2,0,0,40,0,1
23,179413,4,0,0,40,0,1
20,329530,4,0,0,40,0,1
31,273818,4,0,0,55,0,1
46,256522,4,0,0,40,0,1
42,196001,4,0,0,40,0,0
60,282660,4,0,0,40,0,1
30,72630,4,0,0,50,0,1
27,50295,4,0,0,48,0,1
20,203240,4,0,0,32,0,0
56,172618,4,7688,0,40,1,1
41,202168,4,0,0,60,1,1
61,176839,4,0,0,40,0,1
47,176140,2,0,0,40,1,0
60,39952,4,2228,0,37,0,1
33,292465,4,0,0,50,0,1
40,161285,4,0,0,25,0,0
48,355320,4,0,0,45,1,1
56,182460,4,0,0,40,1,1
50,69345,4,3103,0,55,1,1
57,102058,4,0,0,40,1,1
20,165804,3,0,0,40,0,0
46,318259,4,0,0,36,0,0
21,117606,4,0,0,40,0,0
37,170718,4,0,0,40,0,1
42,413297,4,0,0,40,0,1
20,190457,4,0,0,30,0,0
54,88278,4,0,1977,50,1,1
32,217296,4,4064,0,22,0,0
62,97231,4,0,0,1,0,0
50,123429,4,0,0,40,1,1
49,420282,2,0,0,40,0,0
48,498325,4,0,0,50,0,1
24,248533,2,0,0,40,0,0
46,137354,1,0,0,40,1,1
42,272910,4,0,0,40,0,0
52,206054,4,0,0,40,0,1
58,92141,2,0,0,40,0,0
37,163199,0,0,0,40,0,0
34,195860,4,0,0,40,0,1
26,115717,4,0,2051,40,0,1
18,120029,4,0,0,20,0,0
33,221762,2,0,0,40,0,1
41,342164,4,0,0,15,0,0
21,176356,4,0,0,20,0,0
23,133239,4,0,0,40,0,0
26,169101,4,0,0,40,0,0
33,159442,4,0,0,40,0,0
24,174461,4,0,0,45,0,0
43,361280,1,0,0,42,0,1
52,447579,4,0,0,40,0,0
27,308995,2,0,0,40,0,0
61,248448,4,0,0,40,0,0
35,161141,4,0,0,40,0,1
35,212465,4,0,0,40,1,1
45,170871,4,15024,0,55,1,1
43,233865,4,0,0,40,1,1
51,163052,4,0,0,40,1,1
35,348690,4,0,0,40,0,1
47,34845,4,0,0,45,1,1
22,206861,4,0,0,40,0,1
49,349230,4,0,0,60,1,1
20,130840,4,0,0,20,0,1
19,415354,4,0,0,40,0,0
27,132191,4,0,0,40,0,1
42,202466,4,0,0,45,0,0
27,224421,4,0,0,40,0,1
23,236804,4,0,0,35,0,1
20,107658,4,0,0,10,0,0
47,102771,4,0,0,50,0,1
17,221403,2,0,0,18,0,1
76,211574,4,0,0,1,0,1
39,52645,4,0,0,40,0,0
25,276310,4,0,0,40,0,1
31,134613,2,0,0,43,0,0
44,215479,2,0,0,20,0,1
53,266529,4,0,0,40,1,1
34,265807,4,0,0,45,0,1
45,67716,4,0,0,60,0,1
34,178951,4,0,0,45,0,1
35,241126,4,0,0,40,1,1
36,176544,4,0,0,48,0,1
45,169180,4,0,0,45,0,0
37,282461,4,0,0,60,0,1
53,157069,4,0,0,40,1,1
35,99357,4,15024,0,50,1,0
38,414991,4,0,0,70,0,1
65,338316,4,0,0,40,0,1
49,59612,4,0,0,70,0,1
24,220426,4,0,0,40,0,1
54,115912,4,0,0,40,0,1
17,27032,4,0,0,12,0,0
19,170720,4,0,0,16,0,1
60,183162,4,0,0,40,0,0
46,192360,4,0,0,35,1,1
78,165694,4,0,0,15,0,0
26,128553,2,0,0,40,0,0
58,209423,4,0,0,38,0,1
37,121510,4,0,0,55,0,1
41,93793,4,0,0,38,1,1
30,133602,4,0,0,40,0,1
19,391329,4,0,0,30,0,0
48,96359,4,0,0,60,1,1
22,203894,4,0,0,24,0,0
50,196193,4,0,0,60,0,1
25,195994,4,0,0,40,0,0
18,50879,4,0,0,6,0,1
21,186849,4,0,0,40,0,1
47,201127,4,0,0,50,0,1
33,110998,0,0,0,36,0,0
39,190466,4,2174,0,40,0,1
67,173935,4,0,0,8,1,1
19,167140,4,0,1602,24,0,1
18,110230,4,0,0,11,0,1
36,287658,2,0,0,40,0,1
23,224954,4,0,0,25,0,1
25,394820,4,0,0,20,0,0
40,37618,4,0,0,40,0,1
73,29306,4,0,0,40,0,1
35,37314,4,5013,0,40,0,1
31,420749,4,0,0,40,1,1
20,482732,4,0,0,40,0,1
20,206215,4,0,0,40,0,0
27,101364,4,0,0,40,0,1
66,185369,4,0,0,30,0,1
66,216856,4,0,0,50,0,1
64,256019,4,0,0,35,0,0
48,348144,4,3325,0,53,0,1
24,190293,4,0,0,40,0,0
51,25932,4,0,0,60,0,1
25,176729,4,0,0,60,1,1
33,166961,4,0,0,20,0,0
50,86373,4,0,0,50,0,1
51,320513,2,0,0,50,0,1
34,190290,4,0,0,38,1,1
41,111891,2,0,0,40,0,0
30,45796,4,0,0,40,0,1
59,108496,4,2907,0,40,0,1
41,120539,4,3103,0,40,1,1
36,164526,4,10520,0,45,1,1
37,323155,4,0,0,85,0,1
28,65389,0,0,0,30,0,1
19,414871,4,0,0,40,0,1
28,161607,4,0,0,45,0,1
62,224953,2,0,0,40,0,1
36,261382,4,15024,0,45,1,1
58,231818,4,0,0,40,0,1
42,184018,4,1151,0,50,0,1
43,133060,4,0,0,40,0,1
29,35032,4,0,0,40,0,1
32,304212,4,0,0,50,0,1
64,50442,4,0,0,40,0,1
39,146091,4,0,0,20,1,0
26,267431,2,0,0,20,0,0
19,121240,4,0,0,30,0,1
21,192572,4,0,0,45,0,0
32,211028,4,0,0,40,0,0
30,346122,4,5013,0,45,0,1
26,202203,4,0,0,50,0,0
20,159297,1,0,0,15,0,0
19,310158,4,0,0,30,0,1
33,193246,4,0,0,42,1,1
23,200089,4,0,0,40,0,1
29,38353,4,0,0,45,0,1
42,76280,4,0,0,40,0,0
30,243665,4,0,0,50,0,1
63,68872,1,0,0,20,0,0
34,103596,4,0,0,40,0,1
60,88055,4,0,0,24,0,1
48,186203,4,0,0,50,0,1
25,257910,4,0,0,50,0,1
27,200227,2,0,0,40,0,0
55,124975,4,27828,0,55,1,1
32,227669,2,0,0,40,0,0
22,117210,4,0,0,25,0,1
25,76144,4,0,0,50,0,1
18,98667,4,0,0,16,0,0
24,155818,4,0,0,44,0,0
29,283760,4,0,0,40,0,0
73,281907,4,0,0,3,0,1
39,186183,4,0,0,40,1,1
33,202153,4,0,0,40,0,1
57,365683,4,0,0,40,1,0
22,187538,4,0,0,40,0,0
33,209432,4,0,0,20,0,0
33,126950,4,0,0,60,0,1
42,110028,4,0,0,40,0,1
43,104660,4,0,0,45,0,1
57,437281,4,0,0,38,1,1
42,259643,4,4650,0,40,0,1
22,217961,4,0,1719,30,0,1
21,134746,4,0,0,35,0,0
42,120539,4,0,0,50,1,1
39,25803,4,0,0,55,0,1
41,63596,4,0,0,32,1,0
20,325493,2,0,0,40,0,1
47,211239,4,0,0,40,0,1
44,206686,4,0,0,40,0,0
29,427965,2,0,0,40,0,0
52,218550,4,14084,0,16,1,0
71,163385,4,0,0,35,1,1
52,124993,4,0,0,55,0,1
36,107410,4,0,0,40,0,1
53,152373,4,0,0,48,1,1
37,161226,4,0,0,30,1,0
26,213799,4,0,0,40,0,1
34,204461,4,0,0,55,1,1
35,377798,4,0,0,50,1,1
20,116375,4,0,0,40,0,0
34,210164,4,0,1740,40,0,1
56,258752,4,0,0,60,0,1
39,327435,4,0,0,36,1,0
24,301199,4,0,0,20,0,0
24,186221,4,0,0,35,0,0
23,203924,4,0,0,50,0,1
27,192236,4,0,0,45,0,1
25,152035,4,0,0,40,0,0
29,201454,4,0,0,40,0,0
42,156580,4,0,0,37,1,0
51,115851,4,0,0,40,0,1
31,106753,4,0,1740,40,0,1
59,359292,4,0,0,40,0,1
29,83003,4,0,0,40,0,0
18,78817,4,0,0,20,0,0
24,200967,4,0,0,36,0,0
38,107164,4,0,0,40,0,1
36,189674,2,0,0,28,0,0
34,90614,4,0,0,50,0,1
42,323790,4,0,1977,70,1,1
45,242552,2,0,0,35,0,1
21,90935,4,0,0,40,0,1
64,165667,4,7688,0,60,1,1
32,162604,2,0,0,40,0,1
45,205424,4,0,0,40,1,1
53,97411,1,0,0,40,0,1
42,184857,4,0,0,16,0,1
32,165226,4,0,0,40,0,0
49,115784,4,0,0,40,0,1
62,368476,4,0,0,24,0,1
28,53063,4,0,0,45,0,1
29,134566,4,0,0,50,1,1
32,153471,4,0,0,35,0,1
37,107164,4,0,2559,50,1,1
38,180303,1,0,0,50,1,1
44,236321,4,0,0,25,0,1
19,141868,4,0,0,40,0,1
22,367655,4,0,0,40,0,1
24,203518,4,0,0,40,0,0
58,119558,4,0,0,50,1,1
56,108276,4,0,0,40,0,0
37,385452,4,0,0,40,0,0
43,162003,4,0,0,40,0,1
32,349028,4,0,0,40,0,1
34,45114,2,0,0,40,0,0
44,112797,4,0,0,50,0,0
28,183639,4,0,0,40,0,1
35,177121,4,0,0,35,0,0
38,239755,4,0,0,40,0,1
26,150361,4,0,0,40,0,0
20,293091,4,0,0,60,0,1
24,200089,4,0,0,60,1,1
40,91836,4,0,0,45,0,1
23,324960,4,0,0,40,0,1
79,84616,4,0,0,7,0,1
44,252930,3,0,0,42,0,0
51,44000,4,99999,0,50,1,0
30,154843,4,0,0,40,0,1
52,99307,4,3103,0,48,1,1
41,182567,4,0,0,40,1,1
33,93206,1,0,0,40,0,1
50,100109,4,0,0,45,1,1
51,114927,4,7298,0,40,1,1
41,121287,4,0,0,40,0,1
35,189916,4,0,0,30,1,0
34,157747,4,7298,0,40,1,1
28,39232,4,0,0,45,0,1
31,133861,4,0,0,40,0,1
22,505980,4,0,0,40,0,1
67,183374,4,2329,0,15,0,0
65,193216,4,9386,0,40,1,1
39,140752,4,0,0,50,1,1
23,549349,4,0,0,40,0,1
29,179008,4,0,0,50,0,1
57,190554,4,0,0,60,1,1
47,80924,4,0,0,35,0,0
51,319054,2,0,0,60,0,1
34,297094,2,0,0,40,0,1
52,170562,4,0,0,60,1,1
29,240738,4,0,0,40,1,1
29,297544,4,0,0,40,0,1
25,169905,4,0,0,40,0,1
21,149637,4,0,0,40,0,0
38,182526,4,0,0,40,0,0
55,158315,4,0,0,50,1,1
61,227232,4,0,0,30,0,0
34,96483,1,8614,0,60,1,0
41,286970,4,0,0,40,0,1
27,223529,4,0,0,43,0,1
78,316261,4,99999,0,20,1,1
40,170214,4,0,0,40,1,1
